,name,port_id,lat_port,lon_port,iso2,area,h3_5_hexring
264,RAUMA,89,61.1329,21.4995,fi,baltic,"['85088e3bfffffff', '85088e07fffffff', '85088e23fffffff', '85088e0ffffffff', '85088e2bfffffff', '85088e33fffffff', '85088e77fffffff']"
265,RIGA,92248,56.9521,24.08341,lv,baltic,"['851f6073fffffff', '851f600bfffffff', '851f600ffffffff', '851f607bfffffff', '851f6063fffffff', '851f6047fffffff', '851f6077fffffff']"
266,RONEHAMN,42326,57.175,18.511,se,baltic,"['8508960ffffffff', '85089607fffffff', '85089603fffffff', '8508963bfffffff', '85089677fffffff', '85089673fffffff', '8508960bfffffff']"
267,RUNDVIK,4620,63.534,19.4449,se,baltic,"['8508f617fffffff', '8508f6abfffffff', '8508f603fffffff', '8508f613fffffff', '8508f607fffffff', '8508f6bbfffffff', '8508f68ffffffff']"
268,Reni,wfp.14761,45.42039,28.28888,ua,black,"['851e5e43fffffff', '851e5e57fffffff', '851e5e4ffffffff', '851e5e4bfffffff', '851e5e47fffffff', '851e5e53fffffff', '851e5e5bfffffff']"
269,Rhodes,wfp.17236,36.44404,28.23245,gr,black,"['853f44b7fffffff', '853f44a3fffffff', '853f634ffffffff', '853f636bfffffff', '853f44b3fffffff', '853f44a7fffffff', '853f637bfffffff']"
270,Ristiina,899872,61.467,27.2833,fi,baltic,"['85112067fffffff', '85112077fffffff', '85112063fffffff', '8511202bfffffff', '85112393fffffff', '8511239bfffffff', '8511206ffffffff']"
271,Rize,wfp.15965,41.03432,40.51256,tr,black,"['852c20c3fffffff', '852c20c7fffffff', '852c20d7fffffff', '852c20d3fffffff', '852c20cbfffffff', '852c20cffffffff', '852c20dbfffffff']"
272,Ruse,wfp.14507,43.84213,25.93863,bg,black,"['851eee23fffffff', '851eee2ffffffff', '851eee27fffffff', '851eee2bfffffff', '851eee37fffffff', '851eee33fffffff', '851eee3bfffffff']"
273,SAINT PETERSBURG,190,59.9344,30.322,ru,baltic,"['85110607fffffff', '8511063bfffffff', '8511060ffffffff', '851106abfffffff', '85110603fffffff', '85110617fffffff', '85110633fffffff']"
274,SILLAMÄE,93482,59.3992,27.733042,ee,baltic,"['851131d3fffffff', '851131d7fffffff', '8511356bfffffff', '851131dbfffffff', '851131c3fffffff', '8511356ffffffff', '851130a7fffffff']"
275,SIMRISHAMN,350,55.567,14.36666,se,baltic,"['851f2a13fffffff', '851f2a8bfffffff', '851f2a1bfffffff', '851f2a8ffffffff', '851f2a17fffffff', '851f2a03fffffff', '851f2ac7fffffff']"
276,SKELLEFTEHAMN,1945,64.684,21.2518,se,baltic,"['8508f397fffffff', '8508f15bfffffff', '8508f383fffffff', '8508f387fffffff', '8508f393fffffff', '8508f02ffffffff', '8508f14bfffffff']"
277,SKOGHALL,94486,59.317,13.4398,se,baltic,"['8508b507fffffff', '8508b517fffffff', '8508b533fffffff', '8508b503fffffff', '8508b5abfffffff', '8508b53bfffffff', '8508b50ffffffff']"
278,SKUTSKÄR,848,60.6505,17.4171,se,baltic,"['85088543fffffff', '85088557fffffff', '8508854bfffffff', '85088553fffffff', '8508854ffffffff', '8508855bfffffff', '85088547fffffff']"
279,SKÖLDVIK,553,60.31,25.56622,fi,baltic,"['8511261bfffffff', '85112613fffffff', '851126c7fffffff', '851126cffffffff', '85112603fffffff', '8511260bfffffff', '85112657fffffff']"
280,SLITE,492,57.717,18.816,se,baltic,"['850890c3fffffff', '850890d3fffffff', '850890cffffffff', '850890d7fffffff', '850890c7fffffff', '850890dbfffffff', '850890cbfffffff']"
281,STENUNGSUND,211239847,58.0835,11.8165,se,baltic,"['8508b4dbfffffff', '8508b4cbfffffff', '851f2597fffffff', '8508b4d3fffffff', '851f25b3fffffff', '851f2587fffffff', '8508b4c3fffffff']"
282,STOCKA,958123,61.9042,17.35421,se,baltic,"['8508a85bfffffff', '8508ae27fffffff', '8508ae2ffffffff', '8508a853fffffff', '8508a843fffffff', '8508a84bfffffff', '8508aa97fffffff']"
283,STOCKHOLM,985,59.3179,18.061,se,baltic,"['85088663fffffff', '8508866bfffffff', '85088673fffffff', '8508866ffffffff', '8508867bfffffff', '85088667fffffff', '85088677fffffff']"
284,STORUGNS,7324723,57.83332,18.80421,se,baltic,"['850890c7fffffff', '8508901bfffffff', '8508908bfffffff', '850890cffffffff', '85089013fffffff', '850890d7fffffff', '850890c3fffffff']"
285,STRÅ,95772812,57.88,19.01642,se,baltic,"['8508901bfffffff', '85089003fffffff', '850890cffffffff', '85089013fffffff', '850890c7fffffff', '8508900bfffffff', '85089057fffffff']"
286,STRÖMSTAD,40421948,58.93,11.166841,se,baltic,"['85099bcffffffff', '85099b1bfffffff', '85099b57fffffff', '85099b53fffffff', '85099bc7fffffff', '85099bcbfffffff', '85099bc3fffffff']"
287,SUNDSVALL,938412,62.416612,17.333234,se,baltic,"['8508a807fffffff', '8508a833fffffff', '8508a803fffffff', '8508a83bfffffff', '8508a817fffffff', '8508a8abfffffff', '8508a80ffffffff']"
288,SURTE,12980,57.8333128,12.016734,se,baltic,"['851f25a3fffffff', '851f25abfffffff', '851f25affffffff', '851f25a7fffffff', '851f25bbfffffff', '851f25b3fffffff', '851f25b7fffffff']"
289,Saida,wfp.17592,33.56453,35.3675,lb,black,"['852db197fffffff', '852da24bfffffff', '852db183fffffff', '852db52ffffffff', '852da25bfffffff', '852db187fffffff', '852db193fffffff']"
290,Saida Commercial Port,wfp.17889,33.55656,35.36527,lb,black,"['852db197fffffff', '852da24bfffffff', '852db183fffffff', '852db52ffffffff', '852da25bfffffff', '852db187fffffff', '852db193fffffff']"
291,Samos,wfp.16428,37.75633,26.9761,gr,black,"['853f6293fffffff', '853f6283fffffff', '853f6667fffffff', '853f629bfffffff', '853f6297fffffff', '853f662ffffffff', '853f662bfffffff']"
292,Samsun,wfp.14960,41.30185,36.33565,tr,black,"['852d0323fffffff', '852d0333fffffff', '852d0327fffffff', '852d032bfffffff', '852d033bfffffff', '852d032ffffffff', '852d0337fffffff']"
293,Sarafand,wfp.16261,33.45288,35.28596,lb,black,"['852db183fffffff', '852db197fffffff', '852db19bfffffff', '852db18ffffffff', '852db18bfffffff', '852db187fffffff', '852db193fffffff']"
294,Sariyer,wfp.16617,41.16715,29.05758,tr,black,"['851ec98ffffffff', '851ec987fffffff', '851ec9bbfffffff', '851ec98bfffffff', '851ec917fffffff', '851ec983fffffff', '851ec913fffffff']"
295,Sarkoy,wfp.17486,40.61138,27.11355,tr,black,"['851ec84ffffffff', '851ec847fffffff', '851ecab7fffffff', '851ec84bfffffff', '851ec843fffffff', '851ec87bfffffff', '851ecab3fffffff']"
296,Savonlinna,8474812,61.867,28.866,fi,baltic,"['85112337fffffff', '851123affffffff', '85112327fffffff', '85112323fffffff', '85112edbfffffff', '85112333fffffff', '85112ecbfffffff']"
297,Selaata,wfp.15789,34.28059,35.65501,lb,black,"['852da277fffffff', '852da23bfffffff', '852da20ffffffff', '852da267fffffff', '852da273fffffff', '852da22bfffffff', '852da263fffffff']"
298,Sevastopol,wfp.16880,44.61475,33.50764,ua,black,"['852d2897fffffff', '852d2d5bfffffff', '852d2883fffffff', '852d2893fffffff', '852d2c2ffffffff', '852d2d4bfffffff', '852d2887fffffff']"
299,Shengjin,wfp.14869,41.81386,19.58879,al,black,"['851ed493fffffff', '851ed497fffffff', '851ed49bfffffff', '851ef267fffffff', '851ef22ffffffff', '851ed483fffffff', '851ef22bfffffff']"
300,Sidi Kerir,wfp.14383,31.05359,29.67018,eg,black,"['853f5babfffffff', '853f5ba3fffffff', '853f5baffffffff', '853f5b17fffffff', '853f5b33fffffff', '853f5b07fffffff', '853f5bbbfffffff']"
301,Siilinjõrvi,1239479821,63.1038,27.75409,fi,baltic,"['85112cd7fffffff', '85112c8bfffffff', '85112cc7fffffff', '85112c9bfffffff', '8508d26ffffffff', '85112cc3fffffff', '85112cd3fffffff']"
302,Silistra,wfp.17380,44.12381,27.2648,bg,black,"['851ee8abfffffff', '851ee807fffffff', '851ee8bbfffffff', '851ee817fffffff', '851ee8a3fffffff', '851ee833fffffff', '851ee8affffffff']"
303,Sinop,wfp.15957,42.02469,35.14904,tr,black,"['852d011bfffffff', '852d0157fffffff', '852d01cffffffff', '852d010bfffffff', '852d0113fffffff', '852d01c7fffffff', '852d0103fffffff']"
304,Sitia,wfp.14629,35.21253,26.11098,gr,black,"['853f7337fffffff', '853f7323fffffff', '853f7333fffffff', '853f7327fffffff', '853f46cbfffffff', '853f73affffffff', '853f46dbfffffff']"
305,Skadovsk,wfp.16783,46.10741,32.90973,ua,black,"['851e4a0ffffffff', '851e4a3bfffffff', '851e4a07fffffff', '851e4a03fffffff', '851e4a77fffffff', '851e4a73fffffff', '851e4a0bfffffff']"
306,Skaramanga,wfp.16895,38.01179,23.59754,gr,black,"['851eda73fffffff', '851eda7bfffffff', '851eda0ffffffff', '851eda0bfffffff', '851eda47fffffff', '851eda63fffffff', '851eda77fffffff']"
307,Skiathos,wfp.15767,39.16343,23.49153,gr,black,"['851ede27fffffff', '851ede23fffffff', '851ed853fffffff', '851ede2ffffffff', '851ede37fffffff', '851ed85bfffffff', '851ed8cbfffffff']"
308,Skopelos,wfp.16296,39.12081,23.73015,gr,black,"['851ed853fffffff', '851ed8cffffffff', '851ede27fffffff', '851ed85bfffffff', '851ed857fffffff', '851ed843fffffff', '851ed8cbfffffff']"
309,Sochi,wfp.16416,43.58214,39.72054,ru,black,"['852d568ffffffff', '852d5687fffffff', '852d5617fffffff', '852d5683fffffff', '852d56bbfffffff', '852d5613fffffff', '852d568bfffffff']"
310,Sour,wfp.14506,33.27516,35.19441,lb,black,"['852db19bfffffff', '852db567fffffff', '852db183fffffff', '852db1d7fffffff', '852db56ffffffff', '852db18bfffffff', '852db193fffffff']"
311,Sour Commercial Port,wfp.17890,33.27382,35.19796,lb,black,"['852db19bfffffff', '852db567fffffff', '852db183fffffff', '852db1d7fffffff', '852db56ffffffff', '852db18bfffffff', '852db193fffffff']"
312,Stratoni,wfp.16926,40.50866,23.82682,gr,black,"['851edcbbfffffff', '851edc17fffffff', '851edca3fffffff', '851edc87fffffff', '851edcabfffffff', '851edcb3fffffff', '851edc8ffffffff']"
313,Stylis,wfp.16866,38.91218,22.61566,gr,black,"['851ede7bfffffff', '851ede6bfffffff', '851ede47fffffff', '851ede4ffffffff', '851ede63fffffff', '853f2db7fffffff', '851ede73fffffff']"
314,Sukhumi,wfp.16978,42.99385,40.989,ge,black,"['852d52d7fffffff', '852d52c3fffffff', '852d52c7fffffff', '852d528bfffffff', '852d52d3fffffff', '852d566ffffffff', '852d529bfffffff']"
315,Sulina (Port Et Zone Franche),wfp.14337,45.15849,29.66218,ro,black,"['851e5a87fffffff', '851e5ab3fffffff', '851e584bfffffff', '851e5a83fffffff', '851e5a8ffffffff', '851e5a97fffffff', '851e5abbfffffff']"
316,Supsa,wfp.17332,42.00045,41.75929,ge,black,"['852c2113fffffff', '852c218ffffffff', '852c218bfffffff', '852c2103fffffff', '852c2117fffffff', '852c21c7fffffff', '852c211bfffffff']"
317,Syros (Syra),wfp.14333,37.43767,24.94032,gr,black,"['853f75dbfffffff', '853f75c3fffffff', '853f75d3fffffff', '853f74affffffff', '853f74a7fffffff', '853f75cbfffffff', '853f7437fffffff']"
318,SÖDERHAMN,12812,61.3142,17.0812,se,baltic,"['850885a7fffffff', '8508ae6bfffffff', '8508aad3fffffff', '850885a3fffffff', '850885affffffff', '850885b7fffffff', '8508aadbfffffff']"
319,SÖDERTÄLJE,4299,59.2,17.832633238,se,baltic,"['8508867bfffffff', '8508866bfffffff', '85088647fffffff', '85088673fffffff', '85088663fffffff', '850895b7fffffff', '8508864ffffffff']"
320,SÖLVESBORG,8312,56.0508,14.583321,se,baltic,"['851f285bfffffff', '851f2e2ffffffff', '851f2a97fffffff', '851f284bfffffff', '851f2843fffffff', '851f2e27fffffff', '851f2853fffffff']"
321,SÖRÅKER,587,62.51978,17.5134,se,baltic,"['8508a83bfffffff', '8508a833fffffff', '8508a823fffffff', '8508a82bfffffff', '8508a807fffffff', '8508a877fffffff', '8508a80ffffffff']"
322,TAALINTEHDAS,9112,60.017,22.50832,fi,baltic,"['85089d47fffffff', '85089d4ffffffff', '85089d7bfffffff', '85089d0bfffffff', '85089d43fffffff', '85089d73fffffff', '85089d57fffffff']"
323,TALLIN,24325,59.42538,24.74848,ee,baltic,"['85089b1bfffffff', '85089bcffffffff', '85089b0bfffffff', '85089b03fffffff', '85089bc7fffffff', '85089b57fffffff', '85089b13fffffff']"
324,TORNIO,43827439,65.7667,24.1448,fi,baltic,"['8508c283fffffff', '8508c28bfffffff', '8508c29bfffffff', '8508c293fffffff', '8508c28ffffffff', '8508c297fffffff', '8508c287fffffff']"
325,TRELLEBORG,782598,55.36668574,13.167417,se,baltic,"['851f0507fffffff', '851f050ffffffff', '851f0503fffffff', '851f053bfffffff', '851f05abfffffff', '851f0517fffffff', '851f0533fffffff']"
326,TROLLHÄTTAN,8092,58.284213,12.28358237,se,baltic,"['8508b41bfffffff', '8508b4cffffffff', '8508b413fffffff', '8508b4c7fffffff', '8508b40bfffffff', '8508b457fffffff', '8508b403fffffff']"
327,TURKU/ÅBO,847432,60.4517,22.253,fi,baltic,"['85089d07fffffff', '85089d33fffffff', '85089d03fffffff', '85089d0ffffffff', '85089d17fffffff', '85089dabfffffff', '85089d3bfffffff']"
328,Tartous,wfp.14793,34.90933,35.87337,sy,black,"['852da3cffffffff', '852da353fffffff', '852da3cbfffffff', '852da357fffffff', '852da31bfffffff', '852da3c3fffffff', '852da3c7fffffff']"
329,Tasucu,wfp.15456,36.31419,33.89405,tr,black,"['852da5c7fffffff', '852da5d7fffffff', '852da5cffffffff', '852da51bfffffff', '852da513fffffff', '852da5c3fffffff', '852da58bfffffff']"
330,Tekirdag,wfp.16216,40.96587,27.50264,tr,black,"['851ec803fffffff', '851ec817fffffff', '851ec807fffffff', '851ec80bfffffff', '851ec81bfffffff', '851ec813fffffff', '851ec80ffffffff']"
331,Tel Aviv,wfp.16242,32.10312,34.77766,il,black,"['852db0cffffffff', '852db01bfffffff', '852db053fffffff', '852db0c3fffffff', '852db0c7fffffff', '852db0cbfffffff', '852db057fffffff']"
332,Thasos,wfp.15275,40.77924,24.70144,gr,black,"['851ec367fffffff', '851ec32bfffffff', '851ec36ffffffff', '851ec363fffffff', '851edd9bfffffff', '851ec377fffffff', '851edd93fffffff']"
333,Thira,wfp.14440,36.3861,25.43119,gr,black,"['853f70affffffff', '853f71dbfffffff', '853f70a3fffffff', '853f70abfffffff', '853f7037fffffff', '853f70a7fffffff', '853f7033fffffff']"
334,Trabzon,wfp.16210,41.00331,39.73714,tr,black,"['852c244bfffffff', '852c2443fffffff', '852c2697fffffff', '852c2687fffffff', '852c245bfffffff', '852c26b3fffffff', '852c244ffffffff']"
335,Tripoli,wfp.14791,34.45253,35.8313,lb,black,"['852da22bfffffff', '852da23bfffffff', '852da267fffffff', '852da223fffffff', '852da22ffffffff', '852da277fffffff', '852d8493fffffff']"
336,Tripoli Fishing Port,wfp.17887,34.45521,35.81286,lb,black,"['852da22bfffffff', '852da23bfffffff', '852da267fffffff', '852da223fffffff', '852da22ffffffff', '852da277fffffff', '852d8493fffffff']"
337,Tuapse,wfp.14938,44.09488,39.06453,ru,black,"['852d54dbfffffff', '852d54cbfffffff', '852d54c3fffffff', '852d0937fffffff', '852d09affffffff', '852d54d3fffffff', '852d09a7fffffff']"
338,Tutunciftlik,wfp.14474,40.74509,29.77666,tr,black,"['851ec927fffffff', '851ec923fffffff', '851ec937fffffff', '852d35d3fffffff', '852d359bfffffff', '851ec92ffffffff', '852d35d7fffffff']"
339,Tuzla,wfp.15674,40.83666,29.28351,tr,black,"['851ec93bfffffff', '851ec923fffffff', '851ec977fffffff', '851ec92bfffffff', '851ec907fffffff', '851ec90ffffffff', '851ec933fffffff']"
340,UDDEVALLA,4215,58.3555,11.9334,se,baltic,"['8508b48bfffffff', '8508b413fffffff', '8508b4d7fffffff', '8508b49bfffffff', '8508b4c7fffffff', '8508b483fffffff', '8508b48ffffffff']"
341,UST-LUGA,8214872,59.683,28.434,ru,baltic,"['85113103fffffff', '8511310bfffffff', '85113113fffffff', '8511310ffffffff', '85113107fffffff', '8511311bfffffff', '85113117fffffff']"
342,UUSIKAUPUNKI/NYSTAD,8928379,60.8021,21.4405,fi,baltic,"['85088e47fffffff', '85088e73fffffff', '85088e0bfffffff', '85088e43fffffff', '85088e4ffffffff', '85088e57fffffff', '85088e7bfffffff']"
343,Unye,wfp.17434,41.11297,37.33216,tr,black,"['852d1d07fffffff', '852d1d3bfffffff', '852d1d03fffffff', '852d1d33fffffff', '852d1d0ffffffff', '852d1dabfffffff', '852d1d17fffffff']"
344,Ust Dunaysk,wfp.17352,45.46653,29.71136,ua,black,"['851e5853fffffff', '851e585bfffffff', '851e5e27fffffff', '851e58cffffffff', '851e5843fffffff', '851e58cbfffffff', '851e5857fffffff']"
345,VAASA,1049,63.0832,21.616,fi,baltic,"['85088997fffffff', '85088983fffffff', '85088987fffffff', '85088993fffffff', '8508f25bfffffff', '8508f24bfffffff', '85088d2ffffffff']"
346,VARBERG,743,57.1129,12.249,se,baltic,"['851f218bfffffff', '851f21d7fffffff', '851f2113fffffff', '851f218ffffffff', '851f21c7fffffff', '851f219bfffffff', '851f2183fffffff']"
347,VARGÖN,2993948,58.332,12.367,se,baltic,"['8508b41bfffffff', '8508b4cffffffff', '8508b413fffffff', '8508b4c7fffffff', '8508b40bfffffff', '8508b457fffffff', '8508b403fffffff']"
348,VENTSPILS,7464,57.4783,21.51646,lv,baltic,"['8508934bfffffff', '851f66d7fffffff', '8508935bfffffff', '851f66d3fffffff', '8508934ffffffff', '85089343fffffff', '851f669bfffffff']"
349,VISBY,88,57.6323,18.2823,se,baltic,"['850896a7fffffff', '850890d3fffffff', '850896b7fffffff', '850890dbfffffff', '850896affffffff', '8508946bfffffff', '850896a3fffffff']"
350,VYBORG,9327575,60.716442,28.783328,ru,baltic,"['85110483fffffff', '8511048bfffffff', '8511049bfffffff', '85110487fffffff', '85110497fffffff', '85110493fffffff', '8511048ffffffff']"
351,VYSOTSKI,14928,60.616,28.566,ru,baltic,"['8511049bfffffff', '8511048bfffffff', '85110483fffffff', '851104d7fffffff', '85110493fffffff', '85112267fffffff', '8511226ffffffff']"
352,Varkaus,14173,62.3167,27.916724,fi,baltic,"['85112173fffffff', '85112163fffffff', '85112147fffffff', '85112177fffffff', '8511210ffffffff', '8511217bfffffff', '8511210bfffffff']"
353,Varna,wfp.15505,43.19695,27.91235,bg,black,"['851eebbbfffffff', '851eeba3fffffff', '851eebabfffffff', '851eeb17fffffff', '851eeb8ffffffff', '851eebb3fffffff', '851eeb87fffffff']"
354,Vassiliko,wfp.17201,34.71907,33.31394,cy,black,"['852da693fffffff', '853f4da7fffffff', '852da697fffffff', '852da69bfffffff', '853f4d37fffffff', '852da683fffffff', '853f4daffffffff']"
355,VÄNERSBORG,71121,58.3834,12.3167,se,baltic,"['8508b41bfffffff', '8508b4cffffffff', '8508b413fffffff', '8508b4c7fffffff', '8508b40bfffffff', '8508b457fffffff', '8508b403fffffff']"
356,VÄSTERVIK,352995,57.7532,16.583,se,baltic,"['850894d7fffffff', '8508948bfffffff', '8508b26ffffffff', '850894c3fffffff', '850894c7fffffff', '850894d3fffffff', '8508949bfffffff']"
357,VÄSTERÅS,90433,59.63,16.552,se,baltic,"['85088697fffffff', '8508845bfffffff', '8508b12ffffffff', '85088687fffffff', '85088693fffffff', '8508844bfffffff', '85088683fffffff']"
358,WALLHAMN,421815,58.017,11.79573,se,baltic,"['8508b4dbfffffff', '8508b4cbfffffff', '851f2597fffffff', '8508b4d3fffffff', '851f25b3fffffff', '851f2587fffffff', '8508b4c3fffffff']"
359,YSTAD,130593,55.4333243,13.83,se,baltic,"['851f2acbfffffff', '851f2acffffffff', '851f2adbfffffff', '851f0527fffffff', '851f2a53fffffff', '851f0537fffffff', '851f2ac3fffffff']"
360,Yali Island,wfp.17307,36.66157,27.11999,gr,black,"['853f6263fffffff', '853f627bfffffff', '853f626bfffffff', '853f6267fffffff', '853f626ffffffff', '853f6277fffffff', '853f6273fffffff']"
361,Yalta,wfp.14759,44.49547,34.17137,ua,black,"['852d28abfffffff', '852d28bbfffffff', '852d28a3fffffff', '852d2817fffffff', '852d28affffffff', '852d2807fffffff', '852d2833fffffff']"
362,Yarimca,wfp.17315,40.76228,29.749,tr,black,"['851ec927fffffff', '851ec923fffffff', '851ec937fffffff', '852d35d3fffffff', '852d359bfffffff', '851ec92ffffffff', '852d35d7fffffff']"
363,Yerakini,wfp.16297,40.27652,23.44179,gr,black,"['851edc1bfffffff', '851edc03fffffff', '851edcc7fffffff', '851edc0bfffffff', '851edc13fffffff', '851edc57fffffff', '851edccffffffff']"
364,Yumurtalik Bay,wfp.16974,36.76783,35.79096,tr,black,"['852da1a7fffffff', '852dacd3fffffff', '852da1a3fffffff', '852da1affffffff', '852d126bfffffff', '852dacdbfffffff', '852da1b7fffffff']"
365,Yuzhnyy,wfp.17401,46.61595,31.02712,ua,black,"['851e5dc7fffffff', '851e5dc3fffffff', '851e5d1bfffffff', '851e5dd7fffffff', '851e5d8bfffffff', '851e5d13fffffff', '851e5dcffffffff']"
366,Zelenika,wfp.14686,42.45022,18.57279,me,black,"['851ef2c3fffffff', '851ef2cbfffffff', '851ef2d3fffffff', '851ef2d7fffffff', '851ef2dbfffffff', '851ef2c7fffffff', '851ef2cffffffff']"
367,Zeytinburnu,wfp.14813,40.98118,28.8942,tr,black,"['851ec903fffffff', '851ec917fffffff', '851ec91bfffffff', '851ec90bfffffff', '851ec907fffffff', '851ec90ffffffff', '851ec913fffffff']"
368,Zonguldak,wfp.16464,41.45391,31.78781,tr,black,"['852d227bfffffff', '852d31b7fffffff', '852d224ffffffff', '852d2263fffffff', '852d226bfffffff', '852d2247fffffff', '852d2273fffffff']"
369,Zouq,wfp.17240,33.9698,35.60259,lb,black,"['852da27bfffffff', '852da24ffffffff', '852da26bfffffff', '852db1b7fffffff', '852da273fffffff', '852da247fffffff', '852da263fffffff']"
370,ÅHUS,89412,55.93332,14.316325,se,baltic,"['851f2a93fffffff', '851f2a83fffffff', '851f2e2ffffffff', '851f2a97fffffff', '851f2a9bfffffff', '851f2e67fffffff', '851f2e2bfffffff']"
371,ÅMÅL,93251,59.05241,12.716421,se,baltic,"['8508b5d7fffffff', '8508b5c7fffffff', '8508b5d3fffffff', '8508b58bfffffff', '8508b5c3fffffff', '8508b59bfffffff', '85099b6ffffffff']"
372,ÖREGRUND,4210,60.33421,18.45953,se,baltic,"['85088007fffffff', '8508800ffffffff', '8508803bfffffff', '85088017fffffff', '850880abfffffff', '85088033fffffff', '85088003fffffff']"
373,ÖRNSKÖLDSVIK,939929,63.283,18.716,se,baltic,"['8508a96ffffffff', '8508f6d3fffffff', '8508a963fffffff', '8508f69bfffffff', '8508f6d7fffffff', '8508a96bfffffff', '8508a967fffffff']"
